,気温(℃),降水量(mm),現地気圧(hPa),相対湿度(％)
285,12.7,0.0,1019.3,61.0
286,12.6,0.0,1019.1,65.0
287,13.0,0.0,1018.7,65.0
288,13.1,0.0,1018.4,66.0
289,13.3,0.0,1018.2,67.0
290,13.2,0.0,1017.9,66.0
291,11.6,0.0,1017.7,60.0
292,11.3,0.0,1017.7,68.0
293,10.8,0.0,1017.3,73.0
294,11.0,0.0,1017.3,83.0
295,11.4,0.0,1017.5,87.0
296,11.6,0.0,1017.1,83.0
297,11.7,0.0,1016.6,82.0
298,12.7,0.0,1016.6,85.0
299,14.2,0.0,1015.6,86.0
300,14.8,0.0,1015.4,84.0
301,17.0,0.0,1013.9,63.0
302,18.0,0.0,1013.0,57.0
303,19.0,0.0,1012.1,58.0
304,18.0,0.0,1011.7,63.0
305,17.1,0.0,1012.0,64.0
306,16.0,0.0,1011.7,77.0
307,16.0,0.0,1011.4,78.0
308,16.2,0.0,1011.1,77.0
309,15.7,0.0,1010.7,83.0
310,15.2,0.5,1009.9,97.0
311,15.0,0.5,1009.0,100.0
312,15.1,0.5,1007.7,100.0
313,14.9,3.5,1006.7,100.0
314,14.8,2.5,1005.3,100.0
315,14.4,4.5,1004.9,100.0
316,13.8,5.0,1004.1,100.0
317,13.8,2.5,1003.9,100.0
318,13.2,1.5,1003.8,100.0
319,13.3,0.0,1003.6,100.0
320,13.9,0.0,1003.3,99.0
321,14.1,0.5,1003.2,100.0
322,14.3,0.0,1003.1,99.0
323,14.5,0.0,1002.5,98.0
324,15.2,0.0,1001.6,96.0
325,15.4,0.0,1000.9,95.0
326,16.3,0.0,1000.1,87.0
327,16.9,0.0,999.7,84.0
328,17.1,0.0,999.7,83.0
329,17.3,0.0,999.8,84.0
330,16.5,0.0,1000.5,91.0
331,15.6,0.0,1001.1,94.0
332,14.9,0.0,1001.6,98.0
333,14.9,0.0,1002.4,94.0
334,14.4,0.0,1002.4,97.0
335,14.7,0.0,1002.5,97.0
336,14.6,0.0,1002.7,98.0
337,14.4,0.0,1002.4,99.0
338,16.5,0.0,1002.7,55.0
339,16.6,0.0,1003.0,48.0
340,15.6,0.0,1003.7,51.0
341,15.1,0.0,1004.7,37.0
342,14.9,0.0,1006.1,35.0
343,16.1,0.0,1007.1,29.0
344,17.9,0.0,1008.2,27.0
345,18.2,0.0,1009.4,27.0
346,19.1,0.0,1010.2,25.0
347,19.0,0.0,1010.2,23.0
348,20.4,0.0,1010.1,26.0
349,19.8,0.0,1010.2,19.0
350,19.9,0.0,1010.6,23.0
351,19.1,0.0,1010.9,20.0
352,18.2,0.0,1011.6,19.0
353,17.0,0.0,1012.7,21.0
354,15.6,0.0,1014.0,24.0
355,14.7,0.0,1015.3,23.0
356,13.8,0.0,1015.5,23.0
357,13.5,0.0,1016.1,21.0
358,12.2,0.0,1017.0,28.0
359,12.4,0.0,1017.7,24.0
360,11.7,0.0,1017.9,25.0
361,11.7,0.0,1017.8,27.0
362,11.8,0.0,1018.2,27.0
363,10.8,0.0,1018.8,27.0
364,11.0,0.0,1019.3,26.0
365,12.1,0.0,1019.9,43.0
366,12.1,0.0,1020.6,43.0
367,12.3,0.0,1021.4,45.0
368,13.4,0.0,1021.5,48.0
369,14.5,0.0,1021.4,48.0
370,15.5,0.0,1021.4,46.0
371,17.6,0.0,1020.6,46.0
372,18.2,0.0,1019.4,48.0
373,19.8,0.0,1018.6,51.0
374,19.8,0.0,1017.9,56.0
375,19.9,0.0,1017.1,52.0
376,19.7,0.0,1016.6,44.0
377,19.0,0.0,1017.0,47.0
378,17.7,0.0,1017.1,52.0
379,17.2,0.0,1017.1,59.0
380,16.9,0.0,1017.9,61.0
381,16.7,0.0,1017.8,51.0
382,17.3,0.0,1017.1,45.0
383,17.4,0.0,1016.9,46.0
384,17.4,0.0,1016.1,50.0
385,17.1,0.0,1015.5,55.0
386,17.5,0.0,1014.7,70.0
387,17.6,0.0,1013.7,69.0
388,17.4,0.0,1013.2,75.0
389,17.7,0.0,1012.3,66.0
390,17.7,0.0,1011.2,68.0
391,17.9,0.0,1010.5,70.0
392,18.4,0.0,1009.5,69.0
393,18.5,0.0,1007.8,69.0
394,18.9,0.0,1005.5,68.0
395,18.0,0.0,1003.6,82.0
396,17.8,0.0,1001.3,84.0
397,17.7,4.0,999.4,97.0
398,19.2,2.0,998.7,92.0
399,22.3,0.0,998.7,74.0
400,22.9,0.0,998.3,70.0
401,22.6,0.0,999.5,69.0
402,21.9,0.0,1000.6,69.0
403,21.1,0.0,1001.0,74.0
404,20.7,0.0,1001.8,74.0
405,20.4,0.0,1002.2,74.0
406,19.5,0.0,1002.3,77.0
407,19.5,0.0,1002.4,73.0
408,18.7,0.0,1002.5,80.0
409,18.0,0.0,1002.2,82.0
410,18.0,0.0,1001.7,78.0
411,17.4,0.0,1001.7,84.0
412,16.9,0.0,1002.3,87.0
413,16.6,0.0,1002.8,83.0
414,17.0,0.0,1003.7,79.0
415,16.6,0.0,1004.2,79.0
416,18.8,0.0,1004.5,74.0
417,21.4,0.0,1004.7,59.0
418,23.1,0.0,1004.3,52.0
419,24.7,0.0,1003.6,43.0
420,25.7,0.0,1002.9,38.0
421,24.5,0.0,1002.4,38.0
422,22.7,0.0,1002.4,43.0
423,20.9,0.0,1002.6,47.0
424,21.2,0.0,1003.3,43.0
425,20.9,0.0,1004.2,47.0
426,19.3,0.0,1005.3,62.0
427,16.5,0.0,1007.6,72.0
428,15.2,0.0,1009.1,69.0
429,14.3,0.5,1009.4,68.0
430,14.5,0.0,1010.4,67.0
431,14.5,0.0,1010.9,66.0
432,14.3,0.0,1010.7,65.0
433,15.0,0.0,1011.2,59.0
434,14.5,0.0,1011.4,65.0
435,14.2,0.0,1011.4,68.0
436,13.2,0.0,1011.7,75.0
437,13.9,0.0,1012.2,63.0
438,13.8,0.0,1012.8,60.0
439,15.4,0.0,1013.6,53.0
440,16.4,0.0,1014.0,45.0
441,17.8,0.0,1013.8,42.0
442,18.3,0.0,1013.8,38.0
443,19.3,0.0,1013.1,39.0
444,19.8,0.0,1012.4,44.0
445,19.3,0.0,1011.9,50.0
446,21.8,0.0,1011.3,52.0
447,20.3,0.0,1011.2,53.0
448,19.7,0.0,1011.2,53.0
449,18.7,0.0,1011.5,50.0
450,17.8,0.0,1012.3,55.0
451,15.1,0.0,1014.3,59.0
452,13.3,0.0,1016.4,68.0
453,13.0,0.0,1017.4,66.0
454,13.2,0.0,1018.5,65.0
455,12.8,0.0,1019.3,69.0
456,12.1,0.0,1019.7,71.0
457,11.5,0.0,1020.3,73.0
458,11.8,0.0,1020.5,66.0
459,11.7,0.0,1021.1,58.0
460,11.4,0.0,1021.8,61.0
461,10.3,0.0,1022.5,71.0
462,10.8,0.0,1023.3,70.0
463,11.9,0.0,1024.0,66.0
464,13.2,0.0,1023.8,54.0
465,15.9,0.0,1023.4,44.0
466,16.7,0.0,1023.4,41.0
467,16.6,0.0,1023.0,41.0
468,17.7,0.0,1022.6,34.0
469,17.6,0.0,1021.9,27.0
470,17.5,0.0,1021.0,42.0
471,18.1,0.0,1020.1,45.0
472,17.3,0.0,1019.7,42.0
473,16.7,0.0,1019.6,45.0
474,16.2,0.0,1020.0,46.0
475,15.7,0.0,1020.1,54.0
476,15.7,0.0,1020.6,61.0
477,15.9,0.0,1020.5,65.0
478,15.9,0.0,1020.3,68.0
479,16.2,0.0,1020.1,67.0
480,15.7,0.0,1020.0,70.0
481,15.7,0.0,1019.4,70.0
482,15.5,0.0,1019.2,71.0
483,14.6,0.0,1019.1,69.0
484,13.7,0.0,1018.3,72.0
485,13.4,0.0,1017.4,73.0
486,14.0,0.0,1017.4,72.0
487,16.5,0.0,1016.9,70.0
488,17.5,0.0,1016.6,68.0
489,19.0,0.0,1015.6,65.0
490,19.4,0.0,1014.8,67.0
491,19.5,0.0,1014.3,65.0
492,19.4,0.0,1013.4,61.0
493,19.5,0.0,1012.2,55.0
494,19.2,0.0,1011.5,62.0
495,18.1,0.0,1010.5,71.0
496,18.3,0.0,1009.8,70.0
497,17.7,0.0,1007.9,79.0
498,16.6,1.0,1007.9,95.0
499,16.0,1.0,1007.8,93.0
500,14.3,0.0,1007.5,88.0
501,14.2,0.5,1006.0,91.0
502,14.0,0.5,1004.8,96.0
503,14.0,1.5,1002.3,100.0
504,14.7,1.5,1000.1,100.0
505,14.3,0.0,999.0,100.0
506,13.8,0.0,998.6,100.0
507,13.4,0.0,998.0,100.0
508,13.5,0.0,998.0,100.0
509,13.4,0.0,998.3,99.0
510,13.5,0.0,998.4,97.0
511,15.2,0.0,998.8,87.0
512,17.8,0.0,999.6,76.0
513,19.6,0.0,1000.5,65.0
514,20.2,0.0,1001.3,58.0
515,22.1,0.0,1001.9,56.0
516,23.0,0.0,1001.9,58.0
517,21.8,0.0,1002.9,62.0
518,21.7,0.0,1003.2,64.0
519,21.1,0.0,1003.9,60.0
520,20.0,0.0,1004.5,63.0
521,19.1,0.0,1005.4,65.0
522,17.2,0.0,1006.4,66.0
523,16.6,0.0,1007.8,68.0
524,15.8,0.0,1008.9,72.0
525,15.8,0.0,1009.9,72.0
526,15.4,0.0,1009.7,70.0
527,15.2,0.0,1010.0,73.0
528,14.8,0.0,1010.2,75.0
529,14.4,0.0,1010.5,76.0
530,14.3,0.0,1010.1,77.0
531,14.2,0.0,1010.0,80.0
532,14.3,0.0,1009.8,80.0
533,14.1,0.0,1009.8,80.0
534,14.2,0.0,1010.3,81.0
535,14.8,0.0,1011.0,79.0
536,15.5,0.0,1010.4,75.0
537,16.5,0.0,1010.2,70.0
538,18.1,0.0,1010.0,67.0
539,20.0,0.0,1009.4,63.0
540,21.3,0.0,1008.5,59.0
541,21.1,0.0,1007.8,64.0
542,20.9,0.0,1007.1,60.0
543,22.0,0.0,1006.3,57.0
544,20.9,0.0,1006.4,64.0
545,20.3,0.0,1006.5,66.0
546,19.7,0.0,1005.9,70.0
547,19.4,0.0,1006.2,73.0
548,19.0,0.0,1006.6,77.0
549,18.9,0.0,1006.4,80.0
550,18.8,0.0,1006.6,82.0
551,18.3,0.0,1006.4,90.0
552,18.1,0.0,1006.0,88.0
553,17.4,0.0,1006.1,98.0
554,17.4,0.0,1005.8,99.0
555,17.2,0.5,1005.9,100.0
556,17.2,0.0,1005.5,100.0
557,17.3,0.0,1006.1,100.0
558,13.1,11.0,1008.1,99.0
559,12.9,1.0,1009.1,99.0
560,12.6,0.5,1009.9,98.0
561,12.3,0.5,1010.6,96.0
562,12.6,0.0,1011.3,95.0
563,12.9,0.0,1011.2,83.0
564,15.4,0.0,1011.1,61.0
565,16.3,0.0,1011.0,44.0
566,18.5,0.0,1010.8,40.0
567,18.6,0.0,1010.8,31.0
568,17.9,0.0,1011.0,28.0
569,16.9,0.0,1011.7,35.0
570,16.2,0.0,1011.9,42.0
571,15.8,0.0,1012.9,49.0
572,15.6,0.0,1013.8,51.0
573,15.5,0.0,1014.6,52.0
574,15.4,0.0,1014.6,52.0
575,15.3,0.0,1014.7,53.0
576,15.7,0.0,1014.5,50.0
577,15.1,0.0,1014.5,68.0
578,14.9,0.0,1014.8,63.0
579,14.4,0.0,1015.2,68.0
580,14.7,0.0,1015.6,62.0
581,14.0,0.0,1016.1,66.0
582,14.3,0.0,1016.7,63.0
583,15.5,0.0,1017.1,58.0
584,17.7,0.0,1017.2,54.0
585,18.8,0.0,1017.5,48.0
586,20.7,0.0,1017.7,48.0
587,20.5,0.0,1017.2,44.0
588,22.3,0.0,1016.8,44.0
589,21.8,0.0,1016.1,40.0
590,22.5,0.0,1015.9,40.0
591,21.5,0.0,1015.6,38.0
592,20.7,0.0,1015.6,43.0
593,20.0,0.0,1016.2,45.0
594,19.3,0.0,1016.6,48.0
595,18.5,0.0,1017.3,56.0
596,18.1,0.0,1017.4,59.0
597,17.6,0.0,1017.6,60.0
598,17.4,0.0,1017.7,64.0
599,17.0,0.0,1017.2,68.0
600,16.3,0.0,1016.9,72.0
601,15.3,0.0,1016.7,79.0
602,15.1,0.0,1016.5,81.0
603,14.7,0.0,1016.3,85.0
604,14.4,0.0,1016.2,85.0
605,14.4,0.0,1016.2,80.0
606,15.4,0.0,1016.4,78.0
607,17.3,0.0,1016.5,65.0
608,18.9,0.0,1016.4,59.0
609,20.1,0.0,1016.0,62.0
610,21.1,0.0,1015.2,56.0
611,22.7,0.0,1014.4,48.0
612,23.5,0.0,1013.6,48.0
613,23.8,0.0,1012.8,48.0
614,24.7,0.0,1012.2,46.0
615,23.7,0.0,1011.5,47.0
616,23.1,0.0,1011.2,51.0
617,21.8,0.0,1011.2,55.0
618,20.7,0.0,1011.7,58.0
619,19.5,0.0,1012.0,64.0
620,18.5,0.0,1012.5,69.0
621,18.2,0.0,1012.5,73.0
622,18.1,0.0,1012.9,75.0
623,17.9,0.0,1012.5,80.0
624,17.2,0.0,1012.3,83.0
625,17.1,0.0,1011.8,85.0
626,16.9,0.0,1011.2,87.0
627,16.8,0.0,1011.1,87.0
628,16.3,0.0,1011.2,90.0
629,16.6,0.0,1011.8,87.0
630,17.6,0.0,1012.0,81.0
631,17.5,0.0,1011.9,82.0
632,16.7,0.0,1012.2,78.0
633,18.4,0.0,1011.9,73.0
634,19.4,0.0,1011.9,67.0
635,19.5,0.0,1011.4,64.0
636,19.8,0.0,1010.9,63.0
637,21.0,0.0,1010.0,59.0
638,21.5,0.0,1009.2,62.0
639,21.2,0.0,1008.3,62.0
640,20.2,0.0,1008.2,67.0
641,19.5,0.0,1008.3,71.0
642,19.5,0.0,1008.7,67.0
643,18.1,0.0,1009.0,77.0
644,17.1,0.0,1009.6,77.0
645,17.0,0.0,1009.3,76.0
646,16.6,0.0,1009.3,81.0
647,15.8,0.0,1008.2,90.0
648,15.2,0.0,1007.7,96.0
649,14.7,0.0,1006.4,96.0
650,14.4,0.5,1005.6,97.0
651,14.0,0.0,1005.1,96.0
652,13.7,0.0,1004.5,97.0
653,13.7,0.5,1003.6,98.0
654,13.6,3.5,1002.9,99.0
655,13.5,1.5,1002.3,99.0
656,13.5,2.0,1001.7,99.0
657,13.6,3.5,1000.7,99.0
658,14.0,2.5,999.6,99.0
659,14.3,1.5,998.0,99.0
660,15.1,1.5,996.0,100.0
661,14.7,1.5,994.4,99.0
662,14.9,1.0,993.5,99.0
663,15.0,0.5,992.5,99.0
664,15.0,0.5,992.0,100.0
665,14.9,0.0,991.5,100.0
666,14.8,0.0,991.1,100.0
667,14.8,0.0,991.3,100.0
668,14.7,0.5,991.5,100.0
669,14.6,0.0,991.9,100.0
670,14.7,0.5,991.7,100.0
671,14.7,0.5,991.3,100.0
672,14.4,0.0,990.7,100.0
673,14.5,0.0,990.4,100.0
674,14.4,0.0,990.4,97.0
675,14.1,0.0,990.7,78.0
676,15.5,0.0,991.4,63.0
677,14.9,0.0,991.8,58.0
678,14.9,0.0,992.7,52.0
679,15.4,0.0,993.8,49.0
680,16.7,0.0,994.3,46.0
681,16.8,0.0,994.9,43.0
682,18.3,0.0,995.4,33.0
683,19.0,0.0,995.9,30.0
684,18.6,0.0,996.4,30.0
685,19.3,0.0,996.2,28.0
686,19.8,0.0,996.3,29.0
687,19.4,0.0,996.9,27.0
688,17.9,0.0,998.6,28.0
689,15.9,0.0,1000.2,32.0
690,14.7,0.0,1001.6,31.0
691,14.0,0.0,1003.1,33.0
692,13.9,0.0,1004.5,32.0
693,12.9,0.0,1005.7,38.0
694,13.2,0.0,1005.6,34.0
695,12.2,0.0,1006.5,38.0
696,11.9,0.0,1006.6,40.0
697,12.8,0.0,1006.2,34.0
698,13.1,0.0,1006.9,32.0
699,12.4,0.0,1007.4,35.0
700,11.7,0.0,1007.4,41.0
701,11.2,0.0,1008.2,43.0
702,11.5,0.0,1009.1,49.0
703,13.7,0.0,1010.0,39.0
704,16.5,0.0,1010.2,34.0
705,17.6,0.0,1010.3,25.0
706,19.8,0.0,1010.4,32.0
707,19.7,0.0,1009.9,35.0
708,19.0,0.0,1009.6,42.0
709,19.5,0.0,1009.3,47.0
710,20.1,0.0,1008.9,49.0
711,19.6,0.0,1008.5,48.0
712,19.3,0.0,1008.1,54.0
713,17.8,0.0,1008.4,52.0
714,16.7,0.0,1008.6,56.0
715,16.1,0.0,1008.8,57.0
716,15.8,0.0,1009.0,66.0
717,15.9,0.0,1009.2,69.0
718,14.6,0.0,1009.3,74.0
719,14.1,0.0,1009.5,75.0
720,14.4,0.0,1009.7,75.0
721,14.0,0.0,1009.7,75.0
722,14.3,0.0,1009.8,72.0
723,12.9,0.0,1009.9,76.0
724,12.0,0.0,1009.9,84.0
725,12.4,0.0,1010.3,80.0
726,13.6,0.0,1010.4,77.0
727,14.9,0.0,1010.3,69.0
728,16.8,0.0,1010.3,61.0
729,18.1,0.0,1010.0,59.0
730,19.0,0.0,1009.9,53.0
731,21.3,0.0,1009.1,45.0
732,22.6,0.0,1008.4,46.0
733,23.5,0.0,1007.8,44.0
734,23.3,0.0,1007.4,45.0
735,23.7,0.0,1007.4,43.0
736,23.4,0.0,1007.5,46.0
737,22.6,0.0,1008.1,52.0
738,20.9,0.0,1008.9,60.0
739,19.2,0.0,1009.9,72.0
740,19.5,0.0,1010.7,65.0
741,18.1,0.0,1012.3,60.0
742,17.7,0.0,1012.8,60.0
743,16.8,0.0,1012.8,66.0
744,16.3,0.0,1013.6,72.0
745,14.8,0.0,1014.1,81.0
746,13.9,0.0,1014.7,84.0
747,14.1,0.0,1015.9,85.0
748,13.3,0.0,1016.3,84.0
749,13.4,0.0,1017.0,82.0
750,14.2,0.0,1017.8,80.0
751,14.3,0.0,1018.5,78.0
752,15.8,0.0,1018.6,69.0
753,16.9,0.0,1019.1,69.0
754,16.8,0.0,1019.1,67.0
755,18.1,0.0,1018.9,64.0
756,19.3,0.0,1018.4,60.0
757,20.9,0.0,1018.1,62.0
758,20.3,0.0,1017.6,62.0
759,20.6,0.0,1017.4,63.0
760,20.5,0.0,1017.2,64.0
761,20.1,0.0,1017.4,67.0
762,19.7,0.0,1017.7,71.0
763,19.1,0.0,1018.3,73.0
764,18.6,0.0,1019.2,76.0
765,18.3,0.0,1019.7,78.0
766,18.0,0.0,1019.6,79.0
767,17.9,0.0,1019.0,80.0
768,17.8,0.0,1018.7,80.0
769,17.6,0.0,1018.4,82.0
770,17.8,0.0,1018.0,82.0
771,18.0,0.0,1017.7,82.0
772,17.5,0.0,1017.6,85.0
773,17.3,0.0,1017.3,88.0
774,18.3,0.0,1017.3,85.0
775,19.2,0.0,1017.4,81.0
776,20.9,0.0,1017.0,72.0
777,22.4,0.0,1016.1,66.0
778,22.6,0.0,1015.7,64.0
779,23.8,0.0,1015.1,55.0
780,23.9,0.0,1014.2,53.0
781,22.7,0.0,1013.5,63.0
782,23.0,0.0,1012.8,65.0
783,22.8,0.0,1012.2,63.0
784,21.2,0.0,1011.7,66.0
785,20.8,0.0,1011.7,69.0
786,20.4,0.0,1012.2,73.0
787,19.8,0.0,1011.6,75.0
788,19.9,0.0,1011.8,75.0
789,20.0,0.0,1011.7,76.0
790,19.7,0.0,1010.6,78.0
791,19.7,0.0,1010.3,79.0
792,19.7,0.0,1009.0,81.0
793,19.7,0.0,1007.4,83.0
794,19.8,0.0,1005.6,83.0
795,19.9,0.0,1004.3,82.0
796,19.8,0.0,1003.5,85.0
797,20.3,0.0,1002.7,80.0
798,18.8,9.0,1001.9,98.0
799,19.0,3.5,1000.0,99.0
800,19.6,0.0,999.4,98.0
801,21.4,1.0,999.2,91.0
802,23.9,0.0,998.6,55.0
803,25.5,0.0,998.2,44.0
804,25.8,0.0,997.6,33.0
805,26.6,0.0,996.8,30.0
806,25.1,0.0,996.4,43.0
807,26.8,0.0,996.4,27.0
808,25.9,0.0,996.8,23.0
809,24.8,0.0,997.7,25.0
810,23.3,0.0,998.6,32.0
811,22.1,0.0,1000.1,34.0
812,21.4,0.0,1001.3,35.0
813,21.0,0.0,1002.3,37.0
814,20.6,0.0,1003.3,36.0
815,20.8,0.0,1003.9,34.0
816,19.3,0.0,1004.0,41.0
817,19.7,0.0,1003.8,41.0
818,18.8,0.0,1003.9,51.0
819,18.9,0.0,1003.8,50.0
820,18.3,0.0,1003.9,56.0
821,17.3,0.0,1004.2,60.0
822,19.1,0.0,1004.7,51.0
823,20.9,0.0,1005.0,41.0
824,22.7,0.0,1005.1,32.0
825,24.5,0.0,1005.4,31.0
826,25.0,0.0,1005.6,21.0
827,25.3,0.0,1005.4,19.0
828,26.5,0.0,1005.2,19.0
829,27.1,0.0,1005.4,25.0
830,26.3,0.0,1005.3,24.0
831,25.6,0.0,1005.6,24.0
832,25.5,0.0,1005.9,25.0
833,24.1,0.0,1006.7,29.0
834,23.0,0.0,1007.7,34.0
835,21.1,0.0,1008.8,36.0
836,21.9,0.0,1010.8,40.0
837,20.6,0.0,1011.8,45.0
838,19.6,0.0,1012.6,47.0
839,19.2,0.0,1013.1,46.0
840,18.4,0.0,1013.3,36.0
841,17.9,0.0,1013.2,36.0
842,16.6,0.0,1013.4,37.0
843,15.5,0.0,1014.1,41.0
844,16.6,0.0,1014.3,37.0
845,16.4,0.0,1015.0,38.0
846,16.5,0.0,1015.9,44.0
847,18.4,0.0,1016.0,36.0
848,19.4,0.0,1016.1,46.0
849,20.2,0.0,1016.7,54.0
850,20.5,0.0,1016.4,60.0
851,21.1,0.0,1015.7,59.0
852,20.9,0.0,1015.4,61.0
853,21.2,0.0,1014.2,59.0
854,20.7,0.0,1015.0,62.0
855,19.5,0.0,1014.3,76.0
856,19.1,0.0,1013.5,78.0
857,18.3,0.0,1013.7,86.0
858,17.7,0.5,1013.2,94.0
859,17.5,0.5,1012.9,95.0
860,17.4,0.0,1012.8,95.0
861,16.6,0.5,1012.8,95.0
862,15.9,0.5,1011.8,92.0
863,15.4,0.5,1010.8,91.0
864,15.8,0.0,1009.9,87.0
865,16.7,0.0,1009.0,61.0
866,18.0,0.0,1008.2,49.0
867,18.1,0.0,1007.7,47.0
868,18.0,0.0,1007.3,49.0
869,17.6,0.0,1007.0,60.0
870,17.7,0.0,1006.2,63.0
871,19.1,0.0,1006.0,62.0
872,20.5,0.0,1005.2,59.0
873,22.1,0.0,1004.8,56.0
874,23.3,0.0,1003.9,54.0
875,23.1,0.0,1002.7,59.0
876,23.1,0.0,1001.5,61.0
877,24.1,0.0,1000.2,57.0
878,24.8,0.0,1000.1,57.0
879,25.1,0.0,999.5,54.0
880,24.3,0.0,999.3,59.0
881,24.1,0.0,999.5,62.0
882,22.8,0.0,1000.1,67.0
883,20.5,0.0,1001.2,81.0
884,19.9,0.0,1002.1,85.0
885,21.1,0.0,1004.1,76.0
886,22.5,0.0,1004.9,68.0
887,21.8,0.0,1006.2,60.0
888,20.3,0.0,1007.0,53.0
889,19.9,0.0,1007.6,42.0
890,19.5,0.0,1008.8,35.0
891,19.0,0.0,1009.5,36.0
892,18.5,0.0,1010.0,37.0
893,17.7,0.0,1011.1,41.0
894,17.9,0.0,1012.1,38.0
895,19.8,0.0,1012.8,38.0
896,20.5,0.0,1013.1,29.0
897,22.6,0.0,1013.3,23.0
898,24.2,0.0,1013.3,17.0
899,25.7,0.0,1013.1,17.0
900,26.3,0.0,1012.8,24.0
901,26.7,0.0,1012.7,20.0
902,25.7,0.0,1012.5,25.0
903,25.3,0.0,1012.5,25.0
904,23.0,0.0,1012.9,41.0
905,21.8,0.0,1013.5,43.0
906,20.7,0.0,1013.8,40.0
907,19.9,0.0,1014.4,53.0
908,19.3,0.0,1015.3,64.0
909,19.3,0.0,1015.9,65.0
910,19.4,0.0,1016.1,67.0
911,19.1,0.0,1016.3,70.0
912,18.9,0.0,1016.2,74.0
913,18.7,0.0,1016.0,75.0
914,18.7,0.0,1015.6,74.0
915,18.4,0.0,1015.7,76.0
916,18.5,0.0,1015.8,77.0
917,18.2,0.0,1016.1,74.0
918,18.5,0.0,1016.6,73.0
919,19.5,0.0,1016.8,68.0
920,20.1,0.0,1016.7,65.0
921,20.6,0.0,1016.6,66.0
922,21.1,0.0,1016.3,59.0
923,21.4,0.0,1015.9,54.0
924,21.3,0.0,1015.1,55.0
925,20.7,0.0,1014.4,60.0
926,19.7,0.0,1013.7,74.0
927,18.2,0.5,1013.0,90.0
928,17.9,0.0,1012.6,93.0
929,17.3,0.5,1012.4,96.0
930,16.8,0.5,1011.9,98.0
931,16.4,2.0,1012.0,99.0
932,16.3,2.5,1012.1,100.0
933,16.3,3.5,1011.9,100.0
934,16.4,3.0,1011.3,100.0
935,16.7,2.5,1010.6,100.0
936,16.4,4.0,1009.8,100.0
937,16.3,1.0,1008.5,100.0
938,16.3,2.0,1007.6,100.0
939,16.3,1.0,1006.9,100.0
940,16.3,0.0,1006.7,100.0
941,16.1,0.5,1006.9,100.0
942,16.3,0.0,1006.8,100.0
943,16.5,0.0,1006.5,100.0
944,17.0,0.0,1006.4,99.0
945,18.0,0.0,1006.2,97.0
946,18.9,0.0,1006.3,90.0
947,20.1,0.0,1006.0,83.0
948,20.3,0.0,1005.3,77.0
949,21.6,0.0,1004.4,77.0
950,21.1,0.0,1003.8,79.0
951,21.8,0.0,1003.5,73.0
952,21.0,0.0,1003.5,77.0
953,20.7,0.0,1003.3,81.0
954,20.6,0.0,1003.0,80.0
955,19.7,0.0,1003.1,87.0
956,18.7,0.0,1003.0,93.0
957,17.7,0.0,1002.7,96.0
958,17.3,0.5,1002.3,98.0
959,16.6,0.5,1002.0,100.0
960,16.3,0.5,1001.3,100.0
961,16.1,3.5,1001.2,100.0
962,16.2,0.5,1000.0,100.0
963,16.2,0.0,999.5,100.0
964,16.5,0.0,998.7,100.0
965,16.6,1.5,997.8,100.0
966,17.3,0.0,997.2,100.0
967,21.7,0.0,996.9,100.0
968,23.7,0.0,995.7,79.0
969,24.6,0.0,996.1,72.0
970,24.9,0.0,996.0,73.0
971,26.0,0.0,995.5,70.0
972,25.3,0.0,995.1,72.0
973,24.5,0.0,994.8,75.0
974,24.6,0.0,994.4,72.0
975,24.0,0.0,994.4,70.0
976,24.0,0.0,994.7,66.0
977,23.4,0.0,995.7,68.0
978,22.5,0.0,995.9,71.0
979,21.4,0.0,997.0,74.0
980,21.3,0.0,997.9,73.0
981,21.1,0.0,998.7,72.0
982,21.0,0.0,1000.1,69.0
983,19.9,0.0,1000.8,77.0
984,19.6,0.0,1001.8,81.0
985,19.7,0.0,1002.7,78.0
986,18.6,0.0,1003.3,68.0
987,18.3,0.0,1004.1,64.0
988,18.0,0.0,1005.2,60.0
989,18.4,0.0,1006.0,51.0
990,18.7,0.0,1007.0,52.0
991,20.4,0.0,1008.5,46.0
992,21.9,0.0,1009.0,40.0
993,23.0,0.0,1009.5,35.0
994,24.3,0.0,1010.2,34.0
995,25.0,0.0,1010.5,28.0
996,27.0,0.0,1010.3,31.0
997,27.3,0.0,1010.2,25.0
998,26.2,0.0,1010.5,30.0
999,26.0,0.0,1010.9,29.0
1000,24.9,0.0,1012.1,39.0
1001,23.4,0.0,1012.9,52.0
1002,22.6,0.0,1013.6,56.0
1003,21.7,0.0,1014.9,63.0
1004,20.9,0.0,1016.0,64.0
1005,19.8,0.0,1016.7,76.0
1006,18.5,0.0,1016.6,83.0
1007,17.6,0.0,1016.3,92.0
1008,18.6,0.0,1016.0,79.0
1009,17.9,0.0,1015.9,82.0
1010,17.4,0.0,1016.0,89.0
1011,17.8,0.0,1015.7,85.0
1012,17.5,0.0,1016.1,87.0
1013,17.5,0.0,1016.8,91.0
1014,19.2,0.0,1017.1,77.0
1015,20.7,0.0,1017.3,71.0
1016,21.7,0.0,1017.6,65.0
1017,22.9,0.0,1017.3,58.0
1018,23.5,0.0,1017.0,51.0
1019,24.0,0.0,1016.5,51.0
1020,24.8,0.0,1016.1,36.0
1021,25.8,0.0,1015.6,27.0
1022,25.6,0.0,1014.8,26.0
