,気温(℃),降水量(mm),現地気圧(hPa),相対湿度(％)
1447,5.7,0.5,1012.0,89.0
1448,5.4,0.5,1011.1,91.0
1449,5.5,0.0,1011.1,87.0
1450,5.8,0.0,1010.5,86.0
1451,5.8,0.0,1010.7,87.0
1452,5.4,0.0,1010.1,89.0
1453,5.7,0.5,1008.9,90.0
1454,5.8,0.0,1009.1,89.0
1455,5.7,0.0,1009.0,91.0
1456,5.8,0.5,1009.3,91.0
1457,5.8,0.5,1009.1,91.0
1458,5.8,2.5,1010.0,89.0
1459,5.2,2.0,1010.5,87.0
1460,5.1,1.0,1010.8,86.0
1461,5.0,0.5,1010.7,87.0
1462,5.2,0.0,1010.8,87.0
1463,5.2,0.0,1011.0,89.0
1464,4.9,0.5,1011.4,91.0
1465,4.9,0.5,1011.7,90.0
1466,4.5,0.5,1011.3,90.0
1467,4.5,0.0,1011.8,88.0
1468,4.7,0.0,1012.5,87.0
1469,4.4,0.0,1013.7,87.0
1470,4.5,0.0,1014.4,88.0
1471,4.7,0.0,1015.3,85.0
1472,5.3,0.0,1016.2,83.0
1473,6.2,0.0,1016.9,73.0
1474,6.8,0.0,1017.2,60.0
1475,7.7,0.0,1017.1,54.0
1476,7.8,0.0,1017.3,55.0
1477,8.9,0.0,1017.2,49.0
1478,8.7,0.0,1016.9,44.0
1479,9.9,0.0,1017.3,37.0
1480,10.1,0.0,1017.6,33.0
1481,9.6,0.0,1018.6,31.0
1482,8.4,0.0,1019.8,30.0
1483,7.5,0.0,1021.0,28.0
1484,6.4,0.0,1021.9,31.0
1485,5.9,0.0,1022.9,33.0
1486,5.7,0.0,1023.5,35.0
1487,5.3,0.0,1023.6,38.0
1488,4.8,0.0,1023.8,40.0
1489,4.9,0.0,1023.9,39.0
1490,4.0,0.0,1023.7,41.0
1491,3.5,0.0,1023.6,41.0
1492,3.2,0.0,1024.3,47.0
1493,3.0,0.0,1025.2,54.0
1494,2.5,0.0,1025.9,50.0
1495,2.9,0.0,1025.5,43.0
1496,3.9,0.0,1026.0,40.0
1497,5.2,0.0,1026.2,35.0
1498,6.4,0.0,1025.7,33.0
1499,7.2,0.0,1024.4,32.0
1500,8.3,0.0,1023.8,35.0
1501,9.7,0.0,1022.6,35.0
1502,10.2,0.0,1022.1,39.0
1503,9.3,0.0,1021.9,43.0
1504,9.9,0.0,1021.5,45.0
1505,9.1,0.0,1021.2,49.0
1506,9.1,0.0,1021.6,53.0
1507,8.9,0.0,1021.7,56.0
1508,9.1,0.0,1021.8,58.0
1509,9.2,0.0,1021.6,56.0
1510,9.1,0.0,1020.9,62.0
1511,9.1,0.0,1020.5,66.0
1512,7.8,1.0,1019.6,77.0
1513,7.0,0.5,1019.0,81.0
1514,6.4,1.0,1017.9,84.0
1515,6.1,0.5,1016.8,88.0
1516,5.9,1.0,1015.8,90.0
1517,5.3,0.5,1014.7,90.0
1518,5.1,1.0,1014.0,90.0
1519,4.9,1.0,1013.6,90.0
1520,5.2,0.5,1012.5,89.0
1521,5.3,0.5,1011.5,90.0
1522,5.3,1.0,1010.4,89.0
1523,5.5,0.0,1009.0,89.0
1524,6.1,1.5,1007.0,90.0
1525,6.7,1.0,1004.6,91.0
1526,6.6,1.0,1003.2,91.0
1527,6.3,2.0,1001.7,91.0
1528,6.6,2.0,1000.8,92.0
1529,6.4,5.5,1000.5,92.0
1530,6.6,5.0,999.6,92.0
1531,6.7,4.5,997.7,92.0
1532,7.4,0.0,997.6,87.0
1533,8.3,0.0,998.1,78.0
1534,8.8,0.0,998.6,68.0
1535,9.1,0.0,999.1,58.0
1536,8.7,0.0,1000.3,50.0
1537,7.4,0.0,1001.5,48.0
1538,6.5,0.0,1001.6,42.0
1539,5.3,0.0,1003.1,44.0
1540,4.2,0.0,1004.7,44.0
1541,3.7,0.0,1005.9,45.0
1542,4.1,0.0,1006.9,32.0
1543,4.1,0.0,1008.1,33.0
1544,4.6,0.0,1009.4,30.0
1545,5.2,0.0,1010.4,28.0
1546,5.8,0.0,1010.6,26.0
1547,7.0,0.0,1009.7,26.0
1548,6.7,0.0,1009.8,21.0
1549,7.4,0.0,1009.2,21.0
1550,7.4,0.0,1009.1,22.0
1551,6.6,0.0,1010.4,26.0
1552,6.3,0.0,1011.1,24.0
1553,5.9,0.0,1011.8,25.0
1554,5.4,0.0,1012.4,25.0
1555,5.2,0.0,1013.0,26.0
1556,5.0,0.0,1013.5,26.0
1557,4.9,0.0,1014.2,28.0
1558,4.5,0.0,1014.7,32.0
1559,3.4,0.0,1015.2,36.0
1560,3.1,0.0,1015.4,35.0
1561,2.9,0.0,1016.2,37.0
1562,2.4,0.0,1015.9,37.0
1563,2.2,0.0,1015.8,37.0
1564,2.1,0.0,1016.1,37.0
1565,2.2,0.0,1016.5,36.0
1566,2.2,0.0,1017.0,34.0
1567,2.2,0.0,1017.3,31.0
1568,3.0,0.0,1017.4,30.0
1569,4.2,0.0,1017.3,26.0
1570,6.0,0.0,1016.9,22.0
1571,6.2,0.0,1015.9,18.0
1572,7.0,0.0,1014.7,17.0
1573,8.7,0.0,1013.3,20.0
1574,7.1,0.0,1013.0,22.0
1575,5.8,0.0,1013.6,39.0
1576,4.8,0.0,1013.9,50.0
1577,4.5,0.0,1014.0,55.0
1578,5.6,0.0,1013.9,48.0
1579,5.0,0.0,1013.9,56.0
1580,5.1,0.0,1014.2,54.0
1581,5.0,0.0,1014.7,37.0
1582,4.4,0.0,1014.5,31.0
1583,4.1,0.0,1014.6,32.0
1584,3.4,0.0,1014.3,37.0
1585,3.4,0.0,1013.8,37.0
1586,2.8,0.0,1013.6,39.0
1587,2.9,0.0,1013.6,42.0
1588,2.5,0.0,1013.6,46.0
1589,2.6,0.0,1013.8,42.0
1590,2.6,0.0,1014.3,44.0
1591,2.6,0.0,1015.1,44.0
1592,3.5,0.0,1015.5,43.0
1593,4.4,0.0,1015.3,38.0
1594,5.8,0.0,1014.5,31.0
1595,7.1,0.0,1013.7,27.0
1596,8.4,0.0,1012.7,25.0
1597,9.8,0.0,1012.0,29.0
1598,8.5,0.0,1011.3,32.0
1599,9.4,0.0,1011.0,32.0
1600,9.0,0.0,1011.0,39.0
1601,8.8,0.0,1011.5,41.0
1602,8.3,0.0,1011.9,43.0
1603,7.9,0.0,1012.3,48.0
1604,7.7,0.0,1013.1,25.0
1605,7.0,0.0,1013.7,30.0
1606,5.9,0.0,1013.8,32.0
1607,5.5,0.0,1013.9,33.0
1608,5.1,0.0,1013.5,32.0
1609,4.7,0.0,1013.2,36.0
1610,4.7,0.0,1012.6,38.0
1611,4.3,0.0,1012.2,40.0
1612,4.0,0.0,1012.2,43.0
1613,3.4,0.0,1011.9,45.0
1614,3.1,0.0,1012.0,45.0
1615,3.6,0.0,1012.5,41.0
1616,4.2,0.0,1012.6,39.0
1617,4.6,0.0,1012.0,34.0
1618,6.4,0.0,1011.3,33.0
1619,7.4,0.0,1010.1,28.0
1620,7.8,0.0,1009.2,27.0
1621,8.7,0.0,1008.0,34.0
1622,8.9,0.0,1007.3,39.0
1623,9.0,0.0,1006.7,37.0
1624,9.2,0.0,1006.1,44.0
1625,8.7,0.0,1005.8,55.0
1626,8.2,0.0,1005.7,61.0
1627,7.7,0.0,1005.5,64.0
1628,7.6,0.0,1005.0,66.0
1629,7.4,0.0,1004.6,69.0
1630,7.3,0.0,1003.7,69.0
1631,6.9,0.0,1003.2,73.0
1632,6.9,0.0,1002.6,75.0
1633,5.4,0.0,1002.5,79.0
1634,4.2,0.0,1003.2,75.0
1635,4.2,0.0,1003.2,53.0
1636,4.4,0.0,1003.8,44.0
1637,4.4,0.0,1004.4,44.0
1638,4.3,0.0,1005.1,39.0
1639,4.0,0.0,1005.6,36.0
1640,3.9,0.0,1005.8,31.0
1641,5.7,0.0,1006.5,25.0
1642,6.7,0.0,1006.6,23.0
1643,7.7,0.0,1006.8,21.0
1644,7.6,0.0,1007.0,20.0
1645,6.9,0.0,1007.0,22.0
1646,7.9,0.0,1007.2,20.0
1647,5.8,0.0,1007.7,25.0
1648,6.2,0.0,1008.5,29.0
1649,5.0,0.0,1009.6,32.0
1650,4.6,0.0,1010.7,33.0
1651,4.0,0.0,1011.8,37.0
1652,3.6,0.0,1012.9,37.0
1653,3.3,0.0,1013.8,36.0
1654,3.2,0.0,1014.8,37.0
1655,2.0,0.0,1015.4,44.0
1656,1.5,0.0,1016.1,49.0
1657,1.5,0.0,1016.6,48.0
1658,1.4,0.0,1016.9,46.0
1659,1.7,0.0,1017.3,41.0
1660,1.7,0.0,1017.9,39.0
1661,1.7,0.0,1018.5,38.0
1662,1.9,0.0,1019.2,35.0
1663,2.4,0.0,1020.0,31.0
1664,4.3,0.0,1020.5,27.0
1665,5.7,0.0,1020.8,23.0
1666,6.7,0.0,1020.8,20.0
1667,7.3,0.0,1020.0,18.0
1668,8.7,0.0,1019.5,16.0
1669,10.3,0.0,1018.5,15.0
1670,8.7,0.0,1018.4,22.0
1671,9.8,0.0,1018.2,20.0
1672,9.6,0.0,1018.3,29.0
1673,9.3,0.0,1018.1,36.0
1674,8.8,0.0,1018.5,38.0
1675,8.4,0.0,1018.9,49.0
1676,8.2,0.0,1018.7,50.0
1677,8.3,0.0,1018.8,47.0
1678,7.5,0.0,1018.4,52.0
1679,7.1,0.0,1017.8,53.0
1680,6.1,0.0,1017.7,58.0
1681,6.4,0.0,1017.6,40.0
1682,4.3,0.0,1016.9,49.0
1683,4.2,0.0,1016.6,48.0
1684,3.9,0.0,1016.2,51.0
1685,3.9,0.0,1016.7,51.0
1686,3.9,0.0,1016.8,57.0
1687,5.6,0.0,1017.3,52.0
1688,8.1,0.0,1017.0,48.0
1689,10.1,0.0,1017.3,41.0
1690,12.1,0.0,1016.7,37.0
1691,13.5,0.0,1016.0,38.0
1692,14.8,0.0,1014.5,36.0
1693,16.2,0.0,1013.3,30.0
1694,15.9,0.0,1012.5,35.0
1695,16.4,0.0,1012.3,34.0
1696,15.4,0.0,1011.5,40.0
1697,16.1,0.0,1011.1,32.0
1698,15.8,0.0,1011.2,31.0
1699,15.2,0.0,1011.7,32.0
1700,14.7,0.0,1011.6,33.0
1701,13.6,0.0,1012.1,37.0
1702,13.1,0.0,1012.4,39.0
1703,11.5,0.0,1012.7,58.0
1704,9.7,0.0,1013.2,71.0
1705,9.5,0.0,1012.5,70.0
1706,9.5,0.0,1012.0,70.0
1707,9.0,0.0,1011.2,73.0
1708,8.8,0.0,1010.0,76.0
1709,9.2,0.0,1009.5,76.0
1710,9.0,0.0,1008.8,75.0
1711,9.0,0.0,1008.2,71.0
1712,9.2,0.0,1007.5,62.0
1713,9.8,0.0,1006.9,64.0
1714,10.0,0.0,1005.8,70.0
1715,10.8,0.0,1004.4,80.0
1716,15.2,0.5,1002.2,84.0
1717,16.2,0.0,1000.9,77.0
1718,15.7,0.0,999.3,80.0
1719,16.1,0.0,997.4,79.0
1720,15.5,0.5,996.1,85.0
1721,15.4,2.5,994.8,89.0
1722,15.1,4.0,992.5,92.0
1723,15.6,4.0,990.7,92.0
1724,11.5,18.5,989.1,94.0
1725,17.6,0.5,987.3,88.0
1726,12.3,0.0,987.6,88.0
1727,11.7,0.0,989.2,84.0
1728,12.7,0.0,989.8,80.0
1729,13.3,0.0,991.0,73.0
1730,12.7,0.0,991.5,60.0
1731,12.0,0.0,991.8,56.0
1732,11.1,0.0,992.9,52.0
1733,10.7,0.0,994.1,51.0
1734,10.4,0.0,995.4,49.0
1735,10.2,0.0,996.5,46.0
1736,10.1,0.0,997.6,44.0
1737,10.5,0.0,998.9,43.0
1738,11.0,0.0,999.9,43.0
1739,10.9,0.0,1000.2,38.0
1740,11.5,0.0,1000.1,37.0
1741,10.3,0.0,1000.1,63.0
1742,10.4,0.0,1000.6,63.0
1743,9.7,0.0,1001.2,68.0
1744,9.7,0.0,1001.6,66.0
1745,10.7,0.0,1002.7,39.0
1746,10.4,0.0,1003.8,31.0
1747,9.5,0.0,1004.9,30.0
1748,8.9,0.0,1005.8,30.0
1749,8.1,0.0,1006.5,37.0
1750,7.3,0.0,1007.4,35.0
1751,7.0,0.0,1008.0,38.0
1752,6.8,0.0,1008.3,39.0
1753,6.1,0.0,1008.6,41.0
1754,5.6,0.0,1008.5,39.0
1755,5.4,0.0,1008.9,38.0
1756,5.0,0.0,1009.8,41.0
1757,5.0,0.0,1011.4,39.0
1758,4.7,0.0,1012.2,41.0
1759,5.0,0.0,1013.4,40.0
1760,6.1,0.0,1014.4,34.0
1761,7.1,0.0,1014.6,33.0
1762,8.2,0.0,1015.2,30.0
1763,9.2,0.0,1015.0,26.0
1764,10.5,0.0,1014.7,27.0
1765,10.3,0.0,1014.0,26.0
1766,11.3,0.0,1013.8,24.0
1767,10.5,0.0,1013.9,27.0
1768,11.0,0.0,1014.0,27.0
1769,10.8,0.0,1014.3,37.0
1770,9.8,0.0,1014.7,49.0
1771,9.6,0.0,1015.2,51.0
1772,9.6,0.0,1015.4,56.0
1773,9.7,0.0,1015.7,60.0
1774,9.8,0.0,1015.8,62.0
1775,9.6,0.0,1015.4,66.0
1776,8.6,0.0,1015.3,71.0
1777,7.8,0.0,1015.5,70.0
1778,7.2,0.0,1015.3,67.0
1779,6.0,0.0,1015.0,66.0
1780,5.0,0.0,1015.2,72.0
1781,4.8,0.0,1015.2,67.0
1782,4.7,0.0,1015.2,63.0
1783,5.7,0.0,1015.4,60.0
1784,6.8,0.0,1014.9,53.0
1785,8.0,0.0,1014.9,53.0
1786,10.1,0.0,1013.9,51.0
1787,11.6,0.0,1012.8,45.0
1788,12.6,0.0,1011.2,51.0
1789,15.7,0.0,1009.4,35.0
1790,16.7,0.0,1008.8,34.0
1791,17.3,0.0,1008.7,35.0
1792,16.9,0.0,1008.9,34.0
1793,17.0,0.0,1009.8,34.0
1794,16.0,0.0,1011.1,44.0
1795,13.7,0.0,1013.1,35.0
1796,12.4,0.0,1014.9,41.0
1797,11.6,0.0,1015.6,40.0
1798,11.2,0.0,1016.2,41.0
1799,10.3,0.0,1016.6,42.0
1800,9.9,0.0,1017.0,41.0
1801,9.8,0.0,1017.1,39.0
1802,9.2,0.0,1017.1,40.0
1803,8.2,0.0,1017.8,47.0
1804,7.7,0.0,1018.0,51.0
1805,7.6,0.0,1018.9,55.0
1806,8.4,0.0,1019.7,45.0
1807,9.3,0.0,1020.1,44.0
1808,10.5,0.0,1020.8,36.0
1809,12.0,0.0,1021.4,34.0
1810,12.6,0.0,1020.8,38.0
1811,13.1,0.0,1020.9,40.0
1812,14.0,0.0,1020.1,40.0
1813,15.2,0.0,1018.8,40.0
1814,15.8,0.0,1018.1,44.0
1815,15.3,0.0,1018.0,48.0
1816,15.5,0.0,1017.9,49.0
1817,14.8,0.0,1018.1,53.0
1818,14.2,0.0,1018.5,55.0
1819,13.8,0.0,1018.8,60.0
1820,12.8,0.0,1019.0,64.0
1821,12.7,0.0,1019.0,66.0
1822,12.5,0.0,1018.7,69.0
1823,12.6,0.0,1018.1,71.0
1824,12.5,0.0,1017.4,73.0
1825,12.3,0.0,1016.6,74.0
1826,11.6,0.0,1015.7,71.0
1827,10.0,0.0,1015.1,78.0
1828,9.5,0.0,1014.5,77.0
1829,9.0,0.0,1013.9,77.0
1830,8.6,0.0,1012.7,80.0
1831,11.3,0.0,1011.4,71.0
1832,12.9,0.0,1011.6,69.0
1833,16.9,0.0,1010.1,55.0
1834,18.2,0.0,1008.2,45.0
1835,19.4,0.0,1007.3,45.0
1836,18.9,0.0,1005.8,50.0
1837,19.9,0.0,1003.9,49.0
1838,19.1,0.0,1003.3,58.0
1839,18.5,0.0,1002.0,61.0
1840,18.1,0.0,1001.7,65.0
1841,18.2,0.0,1000.6,67.0
1842,17.8,0.0,1000.6,71.0
1843,17.9,0.0,1001.3,70.0
1844,17.7,0.0,1002.8,70.0
1845,18.1,0.0,1003.6,53.0
1846,16.8,0.0,1004.3,50.0
1847,15.0,0.0,1005.0,46.0
1848,13.6,0.0,1005.5,45.0
1849,12.9,0.0,1005.8,43.0
1850,12.1,0.0,1006.2,39.0
1851,11.2,0.0,1006.6,39.0
1852,10.6,0.0,1007.4,37.0
1853,10.5,0.0,1008.4,33.0
1854,10.2,0.0,1009.5,35.0
1855,10.6,0.0,1010.7,35.0
1856,10.8,0.0,1012.0,34.0
1857,12.2,0.0,1012.8,33.0
1858,12.0,0.0,1013.1,34.0
1859,12.4,0.0,1013.2,36.0
1860,12.6,0.0,1013.3,35.0
1861,12.5,0.0,1013.2,38.0
1862,12.9,0.0,1013.1,41.0
1863,12.2,0.0,1013.7,45.0
1864,11.4,0.0,1013.8,47.0
1865,11.1,0.0,1014.7,49.0
1866,10.6,0.0,1015.4,48.0
1867,10.4,0.0,1015.5,48.0
1868,10.0,0.0,1016.1,51.0
1869,10.0,0.0,1015.9,54.0
1870,10.0,0.0,1015.4,57.0
1871,10.3,0.0,1015.1,60.0
1872,10.2,0.0,1014.4,60.0
1873,9.9,0.0,1013.8,60.0
1874,9.6,0.0,1013.4,62.0
1875,8.7,0.0,1013.3,73.0
1876,8.1,0.0,1012.5,75.0
1877,8.0,0.0,1012.0,76.0
1878,8.0,0.0,1011.3,76.0
1879,7.0,0.0,1010.4,88.0
1880,6.9,1.0,1009.6,90.0
1881,7.0,2.5,1008.2,90.0
1882,6.9,2.5,1006.8,90.0
1883,7.1,3.0,1004.8,90.0
1884,7.5,0.5,1002.5,88.0
1885,7.6,1.5,999.9,89.0
1886,7.6,2.0,997.8,90.0
1887,7.9,2.5,995.3,91.0
1888,8.0,1.5,993.8,90.0
1889,8.1,0.0,992.4,90.0
1890,8.3,0.0,992.0,91.0
1891,8.5,0.0,991.0,91.0
1892,9.0,0.0,990.2,87.0
1893,8.6,0.0,989.6,87.0
1894,8.0,0.0,989.6,80.0
1895,8.6,0.0,989.2,78.0
1896,8.5,0.0,988.9,76.0
1897,8.5,0.0,988.5,73.0
1898,8.5,0.0,989.0,72.0
1899,8.7,0.0,989.1,73.0
1900,9.2,0.0,989.7,54.0
1901,8.7,0.0,990.5,54.0
1902,9.4,0.0,991.7,42.0
1903,10.1,0.0,992.5,37.0
1904,10.9,0.0,993.3,32.0
1905,11.8,0.0,994.3,30.0
1906,12.8,0.0,994.6,25.0
1907,13.5,0.0,994.6,23.0
1908,13.9,0.0,994.3,23.0
1909,13.0,0.0,995.0,24.0
1910,12.7,0.0,995.3,25.0
1911,12.1,0.0,996.3,21.0
1912,11.4,0.0,997.4,28.0
1913,10.4,0.0,999.3,33.0
1914,9.3,0.0,1000.8,37.0
1915,8.5,0.0,1002.2,41.0
1916,7.9,0.0,1003.7,44.0
1917,8.1,0.0,1004.5,38.0
1918,7.7,0.0,1005.6,31.0
1919,7.4,0.0,1006.3,31.0
1920,7.1,0.0,1007.2,32.0
1921,6.7,0.0,1008.1,34.0
1922,5.9,0.0,1008.7,41.0
1923,5.3,0.0,1009.4,46.0
1924,5.4,0.0,1010.4,47.0
1925,5.2,0.0,1011.2,47.0
1926,5.1,0.0,1012.4,44.0
1927,6.4,0.0,1013.6,39.0
1928,7.6,0.0,1014.1,31.0
1929,8.5,0.0,1014.6,30.0
1930,10.6,0.0,1014.6,28.0
1931,11.1,0.0,1014.3,24.0
1932,11.2,0.0,1014.1,25.0
1933,12.9,0.0,1013.3,25.0
1934,12.3,0.0,1013.1,25.0
1935,12.6,0.0,1013.0,29.0
1936,11.9,0.0,1013.2,38.0
1937,12.1,0.0,1013.7,44.0
1938,11.6,0.0,1014.2,47.0
1939,11.3,0.0,1014.7,52.0
1940,11.1,0.0,1015.3,55.0
1941,10.8,0.0,1016.0,28.0
1942,9.8,0.0,1016.7,31.0
1943,9.2,0.0,1017.0,33.0
1944,8.7,0.0,1017.1,34.0
1945,8.5,0.0,1017.4,34.0
1946,8.3,0.0,1017.1,35.0
1947,7.8,0.0,1016.9,36.0
1948,7.9,0.0,1017.2,33.0
1949,7.9,0.0,1017.4,32.0
1950,7.5,0.0,1017.7,34.0
1951,8.2,0.0,1018.4,32.0
1952,10.0,0.0,1018.6,28.0
1953,11.8,0.0,1019.1,26.0
1954,12.9,0.0,1018.8,26.0
1955,14.2,0.0,1018.4,21.0
1956,14.9,0.0,1017.4,21.0
1957,16.1,0.0,1016.9,20.0
1958,15.8,0.0,1016.5,21.0
1959,15.6,0.0,1016.2,21.0
1960,15.4,0.0,1016.3,30.0
1961,14.5,0.0,1016.9,34.0
1962,13.4,0.0,1017.5,42.0
1963,12.7,0.0,1018.0,48.0
1964,12.5,0.0,1018.3,51.0
1965,12.5,0.0,1018.3,53.0
1966,10.4,0.0,1018.9,64.0
1967,10.1,0.0,1018.8,66.0
1968,9.8,0.0,1018.9,69.0
1969,10.7,0.0,1019.0,46.0
1970,10.5,0.0,1018.9,36.0
1971,10.2,0.0,1018.6,37.0
1972,8.6,0.0,1019.2,45.0
1973,9.5,0.0,1019.3,38.0
1974,9.6,0.0,1020.3,35.0
1975,10.2,0.0,1020.8,34.0
1976,12.0,0.0,1021.0,31.0
1977,13.4,0.0,1021.3,28.0
1978,15.1,0.0,1020.7,23.0
1979,15.4,0.0,1019.8,20.0
1980,17.4,0.0,1018.9,18.0
1981,15.8,0.0,1018.4,23.0
1982,17.1,0.0,1017.6,21.0
1983,17.0,0.0,1017.2,23.0
1984,16.9,0.0,1016.9,21.0
1985,16.1,0.0,1016.7,31.0
1986,15.2,0.0,1016.7,41.0
1987,15.0,0.0,1016.7,45.0
1988,14.6,0.0,1017.0,54.0
1989,14.4,0.0,1016.5,56.0
1990,14.0,0.0,1015.9,62.0
1991,13.8,0.0,1015.7,62.0
1992,13.6,0.0,1015.3,59.0
1993,13.2,0.0,1014.6,58.0
1994,13.0,0.0,1013.9,56.0
1995,12.7,0.0,1013.4,56.0
1996,12.4,0.0,1013.4,53.0
1997,12.4,0.0,1013.4,49.0
1998,12.0,0.0,1013.6,51.0
1999,12.4,0.0,1013.6,44.0
2000,13.3,0.0,1012.9,42.0
2001,15.2,0.0,1013.2,41.0
2002,16.8,0.0,1012.2,36.0
2003,17.9,0.0,1011.2,32.0
2004,18.9,0.0,1010.3,35.0
2005,20.4,0.0,1008.8,30.0
2006,20.8,0.0,1008.0,31.0
2007,21.9,0.0,1007.6,24.0
2008,21.1,0.0,1007.6,32.0
2009,20.6,0.0,1007.6,37.0
2010,19.1,0.0,1007.8,50.0
2011,19.1,0.0,1008.6,45.0
2012,18.7,0.0,1009.2,44.0
2013,17.7,0.0,1009.6,49.0
2014,16.0,0.0,1009.8,56.0
2015,17.3,0.0,1010.1,36.0
2016,15.5,0.0,1010.1,41.0
2017,15.4,0.0,1010.1,42.0
2018,14.8,0.0,1010.3,44.0
2019,14.7,0.0,1010.0,45.0
2020,14.6,0.0,1010.3,44.0
2021,14.4,0.0,1010.6,47.0
2022,14.0,0.0,1011.0,48.0
2023,15.2,0.0,1010.9,43.0
2024,15.3,0.0,1011.1,46.0
2025,16.7,0.0,1011.2,46.0
2026,17.3,0.0,1010.8,46.0
2027,17.8,0.0,1010.2,45.0
2028,18.7,0.0,1009.2,42.0
2029,18.8,0.0,1008.1,47.0
2030,18.0,0.0,1007.5,55.0
2031,18.6,0.0,1006.0,55.0
2032,18.3,0.0,1005.8,59.0
2033,17.3,0.0,1005.9,66.0
2034,16.9,0.0,1005.4,72.0
2035,16.6,0.0,1005.4,77.0
2036,16.6,0.0,1005.2,80.0
2037,16.5,0.0,1004.6,81.0
2038,16.3,0.0,1004.8,83.0
2039,16.1,0.0,1004.2,83.0
2040,15.3,0.0,1003.5,69.0
2041,14.7,0.0,1003.7,73.0
2042,14.4,0.0,1002.5,82.0
2043,14.1,0.0,1002.4,84.0
2044,14.0,0.0,1002.0,85.0
2045,14.0,0.0,1002.1,83.0
2046,13.8,0.0,1003.0,81.0
2047,13.5,0.0,1003.8,82.0
2048,13.0,0.0,1004.2,87.0
2049,12.4,0.0,1005.6,90.0
2050,12.3,0.0,1006.2,87.0
2051,11.9,0.5,1006.7,84.0
2052,12.4,1.5,1006.9,82.0
2053,11.9,1.5,1007.2,85.0
2054,11.6,1.0,1007.3,89.0
2055,12.2,0.0,1007.8,82.0
2056,12.6,0.0,1008.2,76.0
2057,12.9,0.0,1008.9,72.0
2058,12.8,0.0,1009.5,60.0
2059,12.7,0.0,1010.8,58.0
2060,12.3,0.0,1011.6,64.0
2061,12.1,0.0,1012.4,70.0
2062,10.8,0.0,1012.8,78.0
2063,10.8,0.0,1013.3,79.0
2064,10.1,0.0,1013.4,83.0
2065,9.8,0.0,1013.6,85.0
2066,9.8,0.0,1013.4,84.0
2067,9.2,0.0,1013.6,82.0
2068,9.1,0.0,1014.2,82.0
2069,9.3,0.0,1014.6,82.0
2070,8.8,0.0,1015.2,84.0
2071,10.3,0.0,1015.7,65.0
2072,11.6,0.0,1016.8,63.0
2073,13.6,0.0,1017.3,48.0
2074,16.1,0.0,1017.4,38.0
2075,18.1,0.0,1016.8,33.0
2076,18.5,0.0,1016.0,47.0
2077,19.4,0.0,1015.4,36.0
2078,19.7,0.0,1014.7,33.0
2079,19.8,0.0,1014.2,25.0
2080,19.4,0.0,1014.4,24.0
2081,18.5,0.0,1014.3,30.0
2082,17.8,0.0,1014.2,31.0
2083,17.2,0.0,1014.4,41.0
2084,16.8,0.0,1014.4,46.0
2085,16.3,0.0,1014.6,44.0
2086,16.0,0.0,1014.9,43.0
2087,15.7,0.0,1014.8,46.0
2088,15.1,0.0,1014.4,52.0
2089,14.8,0.0,1014.2,54.0
2090,14.3,0.0,1013.8,55.0
2091,14.2,0.0,1013.4,57.0
2092,13.8,0.0,1013.2,57.0
2093,13.8,0.0,1012.6,58.0
2094,14.4,0.0,1012.8,56.0
2095,15.1,0.0,1012.8,52.0
2096,16.6,0.0,1012.8,45.0
2097,17.7,0.0,1013.1,41.0
2098,18.8,0.0,1012.4,40.0
2099,20.9,0.0,1011.5,34.0
2100,20.8,0.0,1011.0,42.0
2101,21.2,0.0,1009.9,38.0
2102,21.6,0.0,1009.2,35.0
2103,21.5,0.0,1008.7,37.0
2104,21.2,0.0,1008.1,41.0
2105,20.4,0.0,1007.9,49.0
2106,19.2,0.0,1007.7,52.0
2107,18.4,0.0,1007.9,54.0
2108,17.8,0.0,1008.0,57.0
2109,17.5,0.0,1008.0,60.0
2110,17.2,0.0,1007.4,64.0
2111,17.3,0.0,1006.5,63.0
2112,17.3,0.0,1005.7,68.0
2113,16.8,0.0,1004.9,72.0
2114,15.8,0.0,1004.5,82.0
2115,15.2,1.0,1003.8,89.0
2116,15.6,1.0,1003.0,84.0
2117,16.1,0.5,1002.6,83.0
2118,16.0,0.0,1001.8,79.0
2119,15.5,0.0,1001.1,81.0
2120,15.3,0.0,1000.4,86.0
2121,15.7,0.0,999.4,83.0
2122,16.5,0.5,997.9,85.0
2123,16.9,0.0,996.3,84.0
2124,16.5,2.5,994.1,90.0
2125,16.6,4.5,990.6,91.0
2126,17.1,1.0,987.1,91.0
2127,17.6,0.5,983.9,91.0
2128,19.0,0.5,981.8,87.0
2129,19.1,0.0,981.6,80.0
2130,17.1,0.0,981.7,83.0
2131,16.7,0.0,983.1,84.0
2132,17.3,0.0,984.9,74.0
2133,15.9,1.5,985.3,70.0
2134,15.8,0.0,986.5,53.0
2135,15.8,0.0,988.0,45.0
2136,15.2,0.0,989.3,49.0
2137,15.7,0.0,990.1,42.0
2138,15.5,0.0,990.8,43.0
2139,15.0,0.0,992.0,44.0
2140,14.2,0.0,993.8,50.0
2141,13.6,0.0,995.5,48.0
2142,13.4,0.0,997.6,47.0
2143,13.8,0.0,998.8,43.0
2144,15.0,0.0,999.6,42.0
2145,15.5,0.0,1000.6,29.0
2146,16.5,0.0,1001.8,25.0
2147,16.6,0.0,1001.9,27.0
2148,17.5,0.0,1002.5,25.0
